"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"CYVGIWXG","journalArticle","2004","Varela, Héctor H.; Cocilovo, José A.; Quevedo, Silvia G.; Costa-Junqueira, María Antonietta","La estructura de la población de pescadores del período arcaico tardío y formativo de Arica","Boletín del Museo Nacional de Historia Natural, Chile","","","","https://publicaciones.mnhn.gob.cl/668/w3-article-64512.html","En el presente trabajo se estudia la evolución de la población arcaica de la costa norte de Chile y su proyección en la configuración de los grupos formativos. La muestra empleada está constituida por 143 individuos correspondientes a dos series arcaicas (Morro-Uhle y Morro 1-1 /6) y una formativa (Playa Miller-7 o Plm-7). Se trabajó con un total de 29 variables métricas del cráneo. La variabilidad biológica se evaluó mediante el análisis discriminante y la estimación de distancias D'. Las relaciones de parentesco se infirieron a partir de las diferencias entre las varianzas dentro de grupos y del cálculo de la divergencia promedio de cada subpoblación con respecto a la población total. La estructura de la población fue inferida a partir de un método basado en la teoría de genética cuantitativa que predice una relación lineal entre la varianza fenotípica media dentro de grupo y su distancia a la media poblacional (centroide). Se comprobó que las tres muestras estudiadas son diferentes desde punto de vista morfológico. La mayor distancia se observó entre Morro-Uhle y Plm-7, la menor entre Morro-Uhle y Morro 1-1 /6, presentando la distancia entre Morro 1-1 /6 y Plm-7 un valor intermedio. Con respecto a la población total el grupo más divergente fue Plm-7 y el menos divergente Morro 1-1/6. Se demuestra que este último, ubicado en una posición intermedia entre Morro-Uh le y Plm-7, comparte el acervo génico de ambos y constituye el ancestro más probable del grupo inhumado en Plm- 7. Esto constituye una prueba relevante de la participación de los pescadores arcaicos en la integración de la población formativa de la costa Norte de Chile, explicación que no descarta el aporte genético de otras regiones del Área Andina Centro Meridional.","2004","2021-04-04 00:50:26","2021-08-13 04:27:15","","149-160","","","53","","","","","","","","","","","","","","","","","Norte Grande;Bioarqueología","","","","pescadores; Arica; período Arcaico Tardío y Formativo","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SVTBXGTL","journalArticle","2001","Cocilovo, José A.; Varela, Héctor H.; Espoueys, Oscar; Standen, Vivien G.","El proceso microevolutivo de la población nativa antigua de Arica","Chungará (Arica)","","0717-7356","10.4067/S0717-73562001000100003","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-73562001000100003&lng=en&nrm=iso&tlng=en","","2001-01","2021-04-02 19:04:55","2021-08-10 04:12:20","2021-04-04 00:54:48","","","1","33","","Chungará (Arica)","","","","","","","","en","","","","","DOI.org (Crossref)","","Norte Grande;Bioarqueología","","","","microevolución; distancias biológicas","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SUHS9RXP","journalArticle","2006","Varela, Héctor H.; Cocilovo, José A.; Santoro, Calogero M.; Rothhammer, Francisco","Microevolution of human archaic groups of Arica, northern Chile, and its genetic contribution to populations from the Formative Period","Revista chilena de historia natural","","0716-078X","10.4067/S0716-078X2006000200005","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-078X2006000200005&lng=en&nrm=iso&tlng=en","","2006-06","2021-04-04 01:05:06","2021-04-13 03:41:10","2021-04-04 01:05:06","","","2","79","","Rev. chil. hist. nat.","","","","","","","","en","","","","","DOI.org (Crossref)","","Norte Grande;Genética,Bioarqueología","","C:\Users\yo\Zotero\storage\W7XVRSA2\Varela et al. - 2006 - Microevolution of human archaic groups of Arica, n.pdf","","Chinchorro; Formative period; quantitative cranial traits; Northern Chile; Late Archaic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"86Z3HIMA","journalArticle","2005","Cocilovo, José A.; Varela, Héctor H.; Costa-Junqueira, María Antonietta; Quevedo, Silvia G.","Los pescadores arcaicos de la desembocadura del río Loa (norte de Chile): el sitio Caleta Huelén 42","Chungará (Arica)","","0717-7356","10.4067/S0717-73562005000100002","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-73562005000100002&lng=en&nrm=iso&tlng=en","","2005-06","2021-04-02 19:04:55","2021-08-13 03:46:47","2021-04-04 01:09:37","","","1","37","","Chungará (Arica)","LOS PESCADORES ARCAICOS DE LA DESEMBOCADURA DEL RÍO LOA (NORTE DE CHILE)","","","","","","","en","","","","","DOI.org (Crossref)","","Norte Grande;Bioarqueología,Morfometría","","C:\Users\yo\Zotero\storage\CH8GSK34\Cocilovo et al. - 2005 - LOS PESCADORES ARCAICOS DE LA DESEMBOCADURA DEL RÍ.pdf; ","https://scielo.conicyt.cl/scielo.php?script=sci_arttext&pid=S0717-73562005000100002&nrm=iso","norte de Chile; Chinchorro; Arcaico Tardío; Caleta Huelén 42","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X6V8B38R","journalArticle","2006","Manríquez, Germán; González-Bergás, Fermín E; Salinas, Juan Carlos; Espoueys, Oscar","Deformación intencional del cráneo en poblaciones arqueológicas de Arica, Chile: análisis preliminar de morfometría geométrica con uso de radiografías craneofaciales","Chungará (Arica)","","0717-7356","10.4067/S0717-73562006000100004","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-73562006000100004&lng=en&nrm=iso&tlng=en","","2006-06","2021-04-04 01:17:15","2021-08-13 02:55:11","2021-04-04 01:17:15","","","1","38","","Chungará (Arica)","DEFORMACIÓN INTENCIONAL DEL CRÁNEO EN POBLACIONES ARQUEOLÓGICAS DE ARICA, CHILE","","","","","","","en","","","","","DOI.org (Crossref)","","Norte Grande;Bioarqueología,Morfometría","","C:\Users\yo\Zotero\storage\CNEY9DTI\Manríquez et al. - 2006 - DEFORMACIÓN INTENCIONAL DEL CRÁNEO EN POBLACIONES .pdf; C:\Users\yo\Zotero\storage\F6RU5HG8\Manríquez et al. - 2006 - DEFORMACIÓN INTENCIONAL DEL CRÁNEO EN POBLACIONES .pdf; C:\Users\yo\Zotero\storage\VB462Z83\Manríquez et al. - 2006 - DEFORMACIÓN INTENCIONAL DEL CRÁNEO EN POBLACIONES .pdf","","deformación intencional del cráneo; morfometría geométrica; Arica; Arica-Chile; deformación intencional; radiografía craneofacial.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"66SV37TG","journalArticle","2020","Barberena, Ramiro; Menéndez, Lumila; le Roux, Petrus J.; Marsh, Erik J.; Tessone, Augusto; Novellino, Paula; Lucero, Gustavo; Luyt, Julie; Sealy, Judith; Cardillo, Marcelo; Gasco, Alejandra; Llano, Carina; Frigolé, Cecilia; Guevara, Daniela; Da Peña, Gabriela; Winocur, Diego; Benítez, Anahí; Cornejo, Luis; Falabella, Fernanda; Méndez, César; Nuevo-Delaunay, Amalia; Sanhueza, Lorena; Santana-Sagredo, Francisca; Troncoso, Andrés; Zárate, Sol; Durán, Víctor A.; Cortegoso, Valeria","Multi-isotopic and morphometric evidence for the migration of farmers leading up to the Inka conquest of the southern Andes","Scientific Reports","","2045-2322","10.1038/s41598-020-78013-x","http://www.nature.com/articles/s41598-020-78013-x","Abstract                            We present isotopic and morphometric evidence suggesting the migration of farmers in the southern Andes in the period AD 1270–1420, leading up to the Inka conquest occurring ~ AD 1400. This is based on the interdisciplinary study of human remains from archaeological cemeteries in the Andean Uspallata Valley (Argentina), located in the southern frontier of the Inka Empire. The studied samples span AD 800–1500, encompassing the highly dynamic Late Intermediate Period and culminating with the imperial expansion. Our research combines a macro-regional study of human paleomobility and migration based on a new strontium isoscape across the Andes that allows identifying locals and migrants, a geometric morphometric analysis of cranio-facial morphology suggesting separate ancestral lineages, and a paleodietary reconstruction based on stable isotopes showing that the migrants had diets exceptionally high in C               4               plants and largely based on maize agriculture. Significantly, this migration influx occurred during a period of regional demographic increase and would have been part of a widespread period of change in settlement patterns and population movements that preceded the Inka expansion. These processes increased local social diversity and may have been subsequently utilized by the Inka to channel interaction with the local societies.","2020-12","2021-04-04 01:25:19","2021-05-16 15:02:14","2021-04-04 01:25:19","21171","","1","10","","Sci Rep","","","","","","","","en","","","","","DOI.org (Crossref)","","Centro;Bioarqueología,Isótopos,Morfometría","","C:\Users\yo\Zotero\storage\759SSJE5\Barberena et al. - 2020 - Multi-isotopic and morphometric evidence for the m.pdf","","stable isotopes; morphometric; Inka","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BJEBH55B","journalArticle","2020","Falabella, Fernanda; Sanhueza, Lorena; Abarca-Labra, Violeta; Herrera-Soto, María José","Social differentiation in the pre-Hispanic horticultural societies of central Chile (200–1500 AD). A stable isotope study","Quaternary International","","10406182","10.1016/j.quaint.2019.09.021","https://linkinghub.elsevier.com/retrieve/pii/S1040618219307578","","2020-05","2021-04-02 19:04:57","2021-05-16 03:37:04","2021-04-04 01:25:55","41-56","","","548","","Quaternary International","","","","","","","","en","","","","","DOI.org (Crossref)","","Centro;Bioarqueología,Isótopos","","","http://www.sciencedirect.com/science/article/pii/S1040618219307578","Central Chile; mobility; stable isotopes; pre-hispanic times; social differentiation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BZY74Z6N","journalArticle","1995","Gerszten, Peter C.; Gerszten, Enrique","Intentional Cranial Deformation: A Disappearing Form of Self-Mutilation.","Neurosurgery","","0148-396X, 1524-4040","10.1227/00006123-199509000-00002","https://academic.oup.com/neurosurgery/article/37/3/374/2753868","","1995-09-01","2021-04-02 19:04:57","2021-04-13 03:06:01","2021-04-04 01:32:44","374-382","","3","37","","","","","","","","","","en","","","","","DOI.org (Crossref)","","Norte Grande;Bioarqueología","","","","artificial cranial deformation; history of medicine","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LY3ACJYZ","journalArticle","2020","Haas, Randall; Watson, James; Buonasera, Tammy; Southon, John; Chen, Jennifer C.; Noe, Sarah; Smith, Kevin; Llave, Carlos Viviano; Eerkens, Jelmer; Parker, Glendon","Female hunters of the early Americas","Science Advances","","2375-2548","10.1126/sciadv.abd0310","https://advances.sciencemag.org/lookup/doi/10.1126/sciadv.abd0310","Sexual division of labor with females as gatherers and males as hunters is a major empirical regularity of hunter-gatherer ethnography, suggesting an ancestral behavioral pattern. We present an archeological discovery and meta-analysis that challenge the man-the-hunter hypothesis. Excavations at the Andean highland site of Wilamaya Patjxa reveal a 9000-year-old human burial (WMP6) associated with a hunting toolkit of stone projectile points and animal processing tools. Osteological, proteomic, and isotopic analyses indicate that this early hunter was a young adult female who subsisted on terrestrial plants and animals. Analysis of Late Pleistocene and Early Holocene burial practices throughout the Americas situate WMP6 as the earliest and most secure hunter burial in a sample that includes 10 other females in statistical parity with early male hunter burials. The findings are consistent with nongendered labor practices in which early hunter-gatherer females were big-game hunters.","2020-11","2021-04-02 19:04:58","2021-05-16 03:41:09","2021-04-04 01:38:42","eabd0310","","45","6","","Sci. Adv.","","","","","","","","en","","","","","DOI.org (Crossref)","","Sin región,Norte Grande;Bioarqueología,Isótopos","","; C:\Users\yo\Zotero\storage\9KWFC68H\Haas et al. - 2020 - Female hunters of the early Americas.pdf","https://advances.sciencemag.org/content/advances/6/45/eabd0310.full.pdf","female hunters","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DIIWCSXI","journalArticle","2017","Herrera-Soto, María José; Retamal, Rodrigo","Reliability of age estimation from iliac auricular surface in a subactual Chilean sample","Forensic Science International","","03790738","10.1016/j.forsciint.2017.01.029","https://linkinghub.elsevier.com/retrieve/pii/S0379073817300440","","2017-06","2021-04-02 19:04:59","2021-04-16 18:24:28","2021-04-04 01:39:46","317.e1-317.e4","","","275","","Forensic Science International","","","","","","","","en","","","","","DOI.org (Crossref)","","Sin región,Centro;Forense,Osteología","","","","forensic anthropology; estimación de edad de muerte; subactual Chilean sample; iliac auricular surface; reproducibility of results; adult age at death estimation; analysis of variance; Colección Osteológica Subactual de Santiago","Chile; Age estimation; Auricular surface; Forensic Anthropology Population Data","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
